case index 1 = {
los index, 0
num freq, 1298
num column, 15
Freq,  combin,  path,  path thermal,  surface,  path multiple,  sing,  grnd,  drct,  total,  irrad,  irrad,  - nat log,  direct,  ToA,  bbody
[cm-1],  path trans,  emission,   scat,   emission,   scat,  scat,  rflt,  rflt,   rad,   ref,  @obs,  path trans,  emiss,  irrad,  temp[K]
10605, 0.237403, 5.22906e-24, 2.16339e-24, 5.90823e-24, 5.4932e-09, 1.17114e-08, 6.64818e-08, 6.08274e-08, 8.36863e-08, 5.62588e-07, 7.08218e-06, 1.43799, 0.585548, 7.08218e-06, 916.565
10620, 0.311351, 4.86842e-24, 2.46178e-24, 7.22693e-24, 1.04067e-08, 1.31892e-08, 1.01455e-07, 9.0919e-08, 1.25051e-07, 8.40218e-07, 6.95057e-06, 1.16683, 0.58521, 6.95057e-06, 940.309
10635, 0.332712, 4.55717e-24, 2.39768e-24, 7.20281e-24, 1.2842e-08, 1.42394e-08, 1.17901e-07, 1.05036e-07, 1.44983e-07, 9.69889e-07, 7.20875e-06, 1.10048, 0.584874, 7.20875e-06, 950.036
10650, 0.306051, 4.41036e-24, 2.11381e-24, 6.17953e-24, 1.08214e-08, 1.38104e-08, 9.74741e-08, 8.66609e-08, 1.22106e-07, 7.99573e-07, 7.34568e-06, 1.184, 0.584538, 7.34568e-06, 941.095
10665, 0.132437, 4.04026e-24, 1.0697e-24, 2.49401e-24, 1.68509e-09, 9.93242e-09, 2.3327e-08, 2.17734e-08, 3.49445e-08, 2.00729e-07, 7.35188e-06, 2.02165, 0.584204, 7.35188e-06, 874.961
10680, 0.145761, 3.7596e-24, 1.07e-24, 2.56008e-24, 2.03157e-09, 1.02471e-08, 2.8194e-08, 2.62582e-08, 4.04727e-08, 2.41881e-07, 7.34146e-06, 1.92579, 0.58387, 7.34146e-06, 883.377
10695, 0.149342, 3.5538e-24, 1.01412e-24, 2.44635e-24, 2.11978e-09, 1.05391e-08, 3.06364e-08, 2.85865e-08, 4.32953e-08, 2.63118e-07, 7.35342e-06, 1.90151, 0.583537, 7.35342e-06, 887.844
10710, 0.14816, 3.36037e-24, 9.48427e-25, 2.26353e-24, 2.12339e-09, 1.06e-08, 2.92604e-08, 2.72402e-08, 4.19838e-08, 2.50527e-07, 7.35438e-06, 1.90946, 0.583206, 7.35438e-06, 887.299
10725, 0.142638, 2.8725e-24, 8.41416e-25, 2.0324e-24, 1.88477e-09, 1.04144e-08, 3.27378e-08, 3.08905e-08, 4.5037e-08, 2.83873e-07, 7.35505e-06, 1.94745, 0.582875, 7.35505e-06, 891.931
10740, 0.341885, 2.77713e-24, 1.5196e-24, 4.5433e-24, 1.40088e-08, 1.52254e-08, 1.28481e-07, 1.14288e-07, 1.57715e-07, 1.04944e-06, 7.35558e-06, 1.07328, 0.582545, 7.35558e-06, 962.686
10755, 0.388041, 2.36646e-24, 1.55223e-24, 4.80931e-24, 1.90828e-08, 1.64099e-08, 1.71515e-07, 1.52299e-07, 2.07007e-07, 1.39736e-06, 7.35585e-06, 0.946646, 0.582216, 7.35585e-06, 980.385
10770, 0.429233, 2.19987e-24, 1.52097e-24, 4.96148e-24, 2.49639e-08, 1.73273e-08, 1.96158e-07, 1.71344e-07, 2.3845e-07, 1.57088e-06, 7.35555e-06, 0.845755, 0.581888, 7.35555e-06, 990.363
10785, 0.643916, 1.13871e-24, 1.6957e-24, 6.94158e-24, 7.09589e-08, 2.17616e-08, 3.93385e-07, 3.23269e-07, 4.86106e-07, 2.9614e-06, 7.33703e-06, 0.440187, 0.581561, 7.33703e-06, 1038.75
10800, 0.606857, 1.19022e-24, 1.54871e-24, 6.10132e-24, 5.89727e-08, 2.02746e-08, 3.45656e-07, 2.87548e-07, 4.24903e-07, 2.63212e-06, 7.09753e-06, 0.499462, 0.581235, 7.09753e-06, 1030.63
10815, 0.603004, 1.11106e-24, 1.44808e-24, 5.6702e-24, 5.88704e-08, 2.06195e-08, 3.49421e-07, 2.91448e-07, 4.28911e-07, 2.6763e-06, 7.22103e-06, 0.505831, 0.582562, 7.22103e-06, 1032.41
10830, 0.637733, 8.84223e-25, 1.38702e-24, 5.64945e-24, 6.42259e-08, 2.04148e-08, 3.6461e-07, 3.01284e-07, 4.4925e-07, 2.80413e-06, 6.88519e-06, 0.449836, 0.588146, 6.88519e-06, 1036.75
10845, 0.644504, 7.53878e-25, 1.32118e-24, 5.37812e-24, 6.75909e-08, 2.14971e-08, 3.88552e-07, 3.22007e-07, 4.7764e-07, 3.03808e-06, 7.16294e-06, 0.439275, 0.593714, 7.16294e-06, 1042.14
10860, 0.700849, 5.23605e-25, 1.25935e-24, 5.50826e-24, 8.62926e-08, 2.32816e-08, 4.50643e-07, 3.65259e-07, 5.60217e-07, 3.49391e-06, 7.34631e-06, 0.355463, 0.599267, 7.34631e-06, 1054.53
10875, 0.63321, 6.79245e-25, 1.16692e-24, 4.68675e-24, 6.47491e-08, 2.19918e-08, 3.7783e-07, 3.14488e-07, 4.64571e-07, 3.05041e-06, 7.35722e-06, 0.456954, 0.604805, 7.35722e-06, 1042.52
10890, 0.503877, 9.37188e-25, 1.00446e-24, 3.51184e-24, 3.59588e-08, 1.91368e-08, 2.53081e-07, 2.18452e-07, 3.08176e-07, 2.14893e-06, 7.36109e-06, 0.685422, 0.610327, 7.36109e-06, 1015.89
10905, 0.598104, 7.60073e-25, 9.87051e-25, 3.92484e-24, 5.53601e-08, 2.1248e-08, 3.17746e-07, 2.64119e-07, 3.94354e-07, 2.6354e-06, 7.36396e-06, 0.513991, 0.615834, 7.36396e-06, 1033.54
10920, 0.465837, 9.12057e-25, 8.3771e-25, 2.87784e-24, 2.87432e-08, 1.82935e-08, 2.08945e-07, 1.81245e-07, 2.55982e-07, 1.83471e-06, 7.33194e-06, 0.76392, 0.621326, 7.33194e-06, 1006.05
10935, 0.602529, 5.73395e-25, 8.92354e-25, 3.50391e-24, 5.46643e-08, 2.1468e-08, 3.2187e-07, 2.69184e-07, 3.98002e-07, 2.76488e-06, 7.36621e-06, 0.506619, 0.626803, 7.36621e-06, 1036.45
10950, 0.483504, 7.77195e-25, 7.47106e-25, 2.64649e-24, 3.10347e-08, 1.8874e-08, 2.14804e-07, 1.85074e-07, 2.64712e-07, 1.9292e-06, 7.36704e-06, 0.726696, 0.632265, 7.36704e-06, 1010.45
10965, 0.643094, 4.00081e-25, 8.11115e-25, 3.3128e-24, 6.24499e-08, 2.21419e-08, 3.47806e-07, 2.87843e-07, 4.32398e-07, 3.04556e-06, 7.26199e-06, 0.441465, 0.637712, 7.26199e-06, 1044.43
10980, 0.551005, 5.33993e-25, 7.15466e-25, 2.67105e-24, 4.21161e-08, 2.04713e-08, 2.67242e-07, 2.27277e-07, 3.2983e-07, 2.44134e-06, 7.35708e-06, 0.596012, 0.643144, 7.35708e-06, 1027.17
10995, 0.546919, 5.03248e-25, 6.68568e-25, 2.49467e-24, 3.8175e-08, 1.90732e-08, 2.41777e-07, 2.05655e-07, 2.99026e-07, 2.24313e-06, 6.8738e-06, 0.603454, 0.648561, 6.8738e-06, 1021.79
11010, 0.600755, 3.88092e-25, 6.54716e-25, 2.57814e-24, 5.03477e-08, 2.12653e-08, 2.93765e-07, 2.46114e-07, 3.65378e-07, 2.72634e-06, 7.22116e-06, 0.509569, 0.653964, 7.22116e-06, 1036.32
11025, 0.537868, 4.41034e-25, 5.8399e-25, 2.17152e-24, 3.79698e-08, 2.0021e-08, 2.40841e-07, 2.05238e-07, 2.98832e-07, 2.30949e-06, 7.27185e-06, 0.620142, 0.659352, 7.27185e-06, 1023.99
11040, 0.668906, 2.44576e-25, 5.95594e-25, 2.54034e-24, 6.54283e-08, 2.30614e-08, 3.48151e-07, 2.85923e-07, 4.36641e-07, 3.26899e-06, 7.26997e-06, 0.402112, 0.664724, 7.26997e-06, 1050.83
11055, 0.688856, 2.08394e-25, 5.61747e-25, 2.46066e-24, 7.07452e-08, 2.38676e-08, 3.64495e-07, 2.97098e-07, 4.59108e-07, 3.45193e-06, 7.35597e-06, 0.372724, 0.670083, 7.35597e-06, 1055.48
11070, 0.637964, 2.36098e-25, 5.24011e-25, 2.14327e-24, 5.71675e-08, 2.26552e-08, 3.14023e-07, 2.60609e-07, 3.93846e-07, 3.07782e-06, 7.34096e-06, 0.449474, 0.675427, 7.34096e-06, 1045.99
11085, 0.580495, 2.86923e-25, 4.70724e-25, 1.834e-24, 4.21144e-08, 2.03644e-08, 2.46748e-07, 2.07657e-07, 3.09227e-07, 2.49339e-06, 6.98897e-06, 0.543873, 0.680757, 6.98897e-06, 1030.75
11100, 0.526743, 3.25973e-25, 4.15813e-25, 1.56488e-24, 3.37809e-08, 2.01028e-08, 2.13812e-07, 1.82488e-07, 2.67696e-07, 2.22828e-06, 7.27292e-06, 0.641042, 0.686072, 7.27292e-06, 1022.35
11115, 0.569766, 2.59332e-25, 4.10002e-25, 1.58837e-24, 4.03856e-08, 2.08753e-08, 2.39296e-07, 2.01982e-07, 3.00556e-07, 2.49748e-06, 7.19729e-06, 0.56253, 0.68999, 7.19729e-06, 1031.11
11130, 0.610761, 2.02424e-25, 3.97949e-25, 1.58855e-24, 4.95183e-08, 2.24084e-08, 2.7941e-07, 2.3364e-07, 3.51337e-07, 2.88857e-06, 7.36849e-06, 0.49305, 0.689951, 7.36849e-06, 1042.72
11145, 0.565273, 2.34609e-25, 3.54142e-25, 1.3717e-24, 4.05786e-08, 2.15566e-08, 2.45735e-07, 2.08125e-07, 3.0787e-07, 2.57279e-06, 7.37027e-06, 0.570447, 0.689912, 7.37027e-06, 1034.96
11160, 0.611326, 1.82088e-25, 3.44621e-25, 1.38402e-24, 4.96447e-08, 2.26797e-08, 2.81445e-07, 2.35312e-07, 3.5377e-07, 2.90852e-06, 7.37398e-06, 0.492125, 0.689874, 7.37398e-06, 1045.45
11175, 0.673536, 1.39142e-25, 3.29436e-25, 1.42265e-24, 6.40061e-08, 2.40835e-08, 3.27507e-07, 2.67436e-07, 4.15596e-07, 3.30516e-06, 7.34291e-06, 0.395214, 0.689835, 7.34291e-06, 1057.67
11190, 0.724036, 8.30806e-26, 3.17286e-25, 1.4268e-24, 7.85081e-08, 2.53329e-08, 3.76317e-07, 3.02306e-07, 4.80158e-07, 3.73565e-06, 7.37102e-06, 0.322914, 0.689797, 7.37102e-06, 1068.96
11205, 0.765513, 4.08913e-26, 3.02904e-25, 1.4074e-24, 9.16458e-08, 2.60956e-08, 4.15362e-07, 3.28605e-07, 5.33104e-07, 4.06013e-06, 7.30948e-06, 0.267209, 0.689759, 7.30948e-06, 1077.59
11220, 0.778012, 2.67441e-26, 2.84769e-25, 1.33448e-24, 9.70909e-08, 2.67024e-08, 4.34605e-07, 3.42476e-07, 5.58399e-07, 4.23099e-06, 7.37479e-06, 0.251014, 0.689721, 7.37479e-06, 1082.1
11235, 0.77515, 2.65893e-26, 2.65512e-25, 1.24042e-24, 9.62662e-08, 2.66552e-08, 4.30597e-07, 3.39339e-07, 5.53519e-07, 4.19173e-06, 7.36753e-06, 0.254698, 0.689682, 7.36753e-06, 1082.62
11250, 0.783226, 1.83179e-26, 2.49083e-25, 1.1693e-24, 9.94468e-08, 2.69449e-08, 4.4148e-07, 3.47053e-07, 5.67872e-07, 4.28649e-06, 7.37064e-06, 0.244334, 0.689644, 7.37064e-06, 1085.63
11265, 0.774915, 2.23203e-26, 2.3168e-25, 1.07931e-24, 9.62657e-08, 2.67097e-08, 4.30498e-07, 3.39244e-07, 5.53474e-07, 4.18954e-06, 7.34408e-06, 0.255002, 0.689607, 7.34408e-06, 1084.92
11280, 0.772618, 2.24252e-26, 2.16244e-25, 1.00394e-24, 9.22476e-08, 2.5741e-08, 4.11634e-07, 3.24315e-07, 5.29623e-07, 4.00468e-06, 7.07492e-06, 0.257971, 0.689569, 7.07492e-06, 1082.88
11295, 0.782485, 1.48257e-26, 2.03097e-25, 9.48571e-25, 9.97481e-08, 2.70865e-08, 4.40266e-07, 3.45694e-07, 5.671e-07, 4.26814e-06, 7.35601e-06, 0.245281, 0.689531, 7.35601e-06, 1089
11310, 0.783016, 1.31974e-26, 1.89756e-25, 8.85547e-25, 9.8998e-08, 2.68373e-08, 4.35926e-07, 3.42078e-07, 5.61762e-07, 4.22299e-06, 7.26732e-06, 0.244602, 0.689494, 7.26732e-06, 1089.47
11325, 0.782273, 1.26245e-26, 1.77249e-25, 8.25361e-25, 1.00431e-07, 2.72876e-08, 4.41586e-07, 3.46436e-07, 5.69305e-07, 4.27627e-06, 7.37405e-06, 0.245551, 0.689456, 7.37405e-06, 1091.6
11340, 0.779934, 1.28559e-26, 1.65434e-25, 7.6769e-25, 9.97693e-08, 2.72937e-08, 4.38728e-07, 3.44305e-07, 5.65791e-07, 4.24946e-06, 7.37098e-06, 0.248546, 0.689419, 7.37098e-06, 1092.3
11355, 0.782575, 1.06591e-26, 1.54786e-25, 7.18611e-25, 9.52118e-08, 2.586e-08, 4.16848e-07, 3.26728e-07, 5.3792e-07, 4.03203e-06, 6.94753e-06, 0.245165, 0.689381, 6.94753e-06, 1089.77
11370, 0.784085, 9.15311e-27, 1.44732e-25, 6.71691e-25, 1.01816e-07, 2.75455e-08, 4.44456e-07, 3.48084e-07, 5.73817e-07, 4.29507e-06, 7.36977e-06, 0.243237, 0.689344, 7.36977e-06, 1095.64
11385, 0.782362, 9.16364e-27, 1.35113e-25, 6.25244e-25, 1.01535e-07, 2.76016e-08, 4.42823e-07, 3.46811e-07, 5.7196e-07, 4.27885e-06, 7.37702e-06, 0.245438, 0.689307, 7.37702e-06, 1096.56
11400, 0.784444, 7.58377e-27, 1.2635e-25, 5.8484e-25, 1.00246e-07, 2.70963e-08, 4.35737e-07, 3.40924e-07, 5.63079e-07, 4.20573e-06, 7.20922e-06, 0.24278, 0.68927, 7.20922e-06, 1096.56
11415, 0.784052, 7.10455e-27, 1.18028e-25, 5.4532e-25, 1.00524e-07, 2.72026e-08, 4.36166e-07, 3.4115e-07, 5.63892e-07, 4.20801e-06, 7.22139e-06, 0.24328, 0.689233, 7.22139e-06, 1097.82
11430, 0.784072, 6.51758e-27, 1.10262e-25, 5.08735e-25, 9.9087e-08, 2.68125e-08, 4.29082e-07, 3.35443e-07, 5.54982e-07, 4.13712e-06, 7.09915e-06, 0.243254, 0.689196, 7.09915e-06, 1097.81
11445, 0.783983, 6.00195e-27, 1.03006e-25, 4.74536e-25, 1.02999e-07, 2.7878e-08, 4.45139e-07, 3.47849e-07, 5.76016e-07, 4.28963e-06, 7.36281e-06, 0.243368, 0.68916, 7.36281e-06, 1101.69
11460, 0.783944, 5.51058e-27, 9.62284e-26, 4.42663e-25, 1.03379e-07, 2.79828e-08, 4.45881e-07, 3.48268e-07, 5.77243e-07, 4.29429e-06, 7.37178e-06, 0.243417, 0.689123, 7.37178e-06, 1103.01
11475, 0.783543, 5.15973e-27, 8.98806e-26, 4.12737e-25, 1.03565e-07, 2.80634e-08, 4.45882e-07, 3.48153e-07, 5.7751e-07, 4.29236e-06, 7.37685e-06, 0.243929, 0.689087, 7.37685e-06, 1104.19
11490, 0.783412, 4.75955e-27, 8.39612e-26, 3.84965e-25, 1.03767e-07, 2.81279e-08, 4.45898e-07, 3.48013e-07, 5.77793e-07, 4.29014e-06, 7.37571e-06, 0.244096, 0.68905, 7.37571e-06, 1105.38
11505, 0.783059, 4.44059e-27, 7.84232e-26, 3.58958e-25, 9.9091e-08, 2.68851e-08, 4.25034e-07, 3.31607e-07, 5.5101e-07, 4.08741e-06, 7.03414e-06, 0.244547, 0.689014, 7.03414e-06, 1103.04
11520, 0.782737, 4.15103e-27, 7.32555e-26, 3.3472e-25, 1.0079e-07, 2.73725e-08, 4.31548e-07, 3.36566e-07, 5.59711e-07, 4.14806e-06, 7.14494e-06, 0.244959, 0.688978, 7.14494e-06, 1105.34
11535, 0.782466, 3.85244e-27, 6.84229e-26, 3.12137e-25, 8.35394e-08, 2.27027e-08, 3.57024e-07, 2.78333e-07, 4.63266e-07, 3.42996e-06, 5.91254e-06, 0.245305, 0.688942, 5.91254e-06, 1092.71
11550, 0.782012, 3.61446e-27, 6.39046e-26, 2.91008e-25, 9.59643e-08, 2.61102e-08, 4.09408e-07, 3.19061e-07, 5.31483e-07, 3.93141e-06, 6.78563e-06, 0.245885, 0.688906, 6.78563e-06, 1103.84
11565, 0.781703, 3.37052e-27, 5.96905e-26, 2.71358e-25, 1.03893e-07, 2.82907e-08, 4.42413e-07, 3.4465e-07, 5.74596e-07, 4.24622e-06, 7.33563e-06, 0.246281, 0.68887, 7.33563e-06, 1110.74
11580, 0.781241, 3.15388e-27, 5.57471e-26, 2.52984e-25, 1.04284e-07, 2.84283e-08, 4.43293e-07, 3.45213e-07, 5.76005e-07, 4.25266e-06, 7.35616e-06, 0.246871, 0.688834, 7.35616e-06, 1112.07
11595, 0.780202, 3.05022e-27, 5.20505e-26, 2.35679e-25, 1.04216e-07, 2.84906e-08, 4.42399e-07, 3.44457e-07, 5.75105e-07, 4.24285e-06, 7.36073e-06, 0.248202, 0.688798, 7.36073e-06, 1113.11
11610, 0.779625, 2.88459e-27, 4.86124e-26, 2.19686e-25, 1.02887e-07, 2.81702e-08, 4.36023e-07, 3.39373e-07, 5.6708e-07, 4.17975e-06, 7.26318e-06, 0.248943, 0.688762, 7.26318e-06, 1113.21
11625, 0.779897, 2.60454e-27, 4.54199e-26, 2.05001e-25, 1.01226e-07, 2.76911e-08, 4.28005e-07, 3.32957e-07, 5.56922e-07, 4.10026e-06, 7.12e-06, 0.248594, 0.688727, 7.12e-06, 1113.02
11640, 0.777619, 2.67845e-27, 4.23785e-26, 1.90671e-25, 1.0404e-07, 2.86379e-08, 4.39637e-07, 3.42043e-07, 5.72315e-07, 4.21168e-06, 7.36056e-06, 0.251519, 0.688691, 7.36056e-06, 1116.2
11655, 0.776488, 2.58922e-27, 3.95645e-26, 1.77602e-25, 1.04115e-07, 2.87461e-08, 4.39381e-07, 3.41787e-07, 5.72242e-07, 4.20805e-06, 7.37752e-06, 0.252975, 0.688656, 7.37752e-06, 1117.34
11670, 0.775839, 2.44711e-27, 3.69461e-26, 1.65532e-25, 1.0398e-07, 2.8759e-08, 4.38108e-07, 3.40695e-07, 5.70848e-07, 4.19412e-06, 7.36653e-06, 0.253811, 0.688621, 7.36653e-06, 1118.31
11685, 0.773766, 2.46028e-27, 3.4476e-26, 1.53997e-25, 1.01786e-07, 2.83135e-08, 4.28589e-07, 3.33323e-07, 5.58688e-07, 4.10291e-06, 7.24785e-06, 0.256485, 0.688586, 7.24785e-06, 1117.86
11700, 0.771124, 2.50955e-27, 3.21601e-26, 1.43159e-25, 7.51935e-08, 2.10714e-08, 3.16606e-07, 2.46303e-07, 4.12871e-07, 3.03143e-06, 5.39335e-06, 0.259906, 0.68855, 5.39335e-06, 1096.95
11715, 0.772701, 2.17099e-27, 3.00656e-26, 1.33811e-25, 9.83589e-08, 2.7438e-08, 4.1272e-07, 3.20761e-07, 5.38517e-07, 3.9474e-06, 6.99501e-06, 0.257864, 0.688515, 6.99501e-06, 1117.42
11730, 0.770187, 2.20076e-27, 2.80473e-26, 1.24413e-25, 1.02548e-07, 2.88119e-08, 4.30277e-07, 3.34497e-07, 5.61636e-07, 4.11598e-06, 7.34305e-06, 0.261122, 0.68848, 7.34305e-06, 1121.69
11745, 0.767029, 2.26183e-27, 2.61539e-26, 1.15575e-25, 9.99793e-08, 2.83459e-08, 4.19811e-07, 3.26536e-07, 5.48136e-07, 4.01756e-06, 7.22602e-06, 0.26523, 0.688446, 7.22602e-06, 1121.03
11760, 0.770107, 1.89029e-27, 2.44768e-26, 1.0824e-25, 8.94747e-08, 2.51538e-08, 3.73855e-07, 2.90365e-07, 4.88483e-07, 3.57214e-06, 6.37633e-06, 0.261226, 0.688411, 6.37633e-06, 1113.67
11775, 0.77031, 1.72378e-27, 2.28651e-26, 1.00991e-25, 1.02948e-07, 2.89311e-08, 4.29344e-07, 3.33313e-07, 5.61224e-07, 4.10003e-06, 7.31294e-06, 0.260962, 0.688376, 7.31294e-06, 1125.08
11790, 0.770124, 1.60927e-27, 2.13596e-26, 9.4179e-26, 1.03944e-07, 2.92342e-08, 4.32668e-07, 3.35758e-07, 5.65847e-07, 4.12965e-06, 7.37012e-06, 0.261204, 0.688342, 7.37012e-06, 1126.84
11805, 0.774988, 1.21316e-27, 2.00086e-26, 8.84026e-26, 1.01341e-07, 2.81301e-08, 4.19621e-07, 3.25063e-07, 5.49092e-07, 3.99767e-06, 7.03944e-06, 0.254907, 0.688307, 7.03944e-06, 1125.74
11820, 0.769683, 1.39673e-27, 1.86359e-26, 8.18947e-26, 1.04309e-07, 2.93876e-08, 4.32634e-07, 3.35477e-07, 5.66331e-07, 4.12529e-06, 7.37135e-06, 0.261777, 0.688273, 7.37135e-06, 1129.2
11835, 0.766632, 1.4402e-27, 1.73783e-26, 7.60856e-26, 1.02494e-07, 2.91198e-08, 4.24938e-07, 3.29592e-07, 5.56551e-07, 4.05247e-06, 7.30629e-06, 0.265749, 0.688238, 7.30629e-06, 1129.05
11850, 0.761057, 1.59158e-27, 1.6186e-26, 7.04536e-26, 9.7812e-08, 2.8243e-08, 4.06578e-07, 3.15744e-07, 5.32633e-07, 3.88178e-06, 7.10241e-06, 0.273047, 0.688204, 7.10241e-06, 1126.91
11865, 0.764537, 1.31913e-27, 1.51475e-26, 6.60165e-26, 1.02043e-07, 2.91752e-08, 4.22119e-07, 3.27321e-07, 5.53338e-07, 4.02366e-06, 7.29465e-06, 0.268485, 0.68817, 7.29465e-06, 1130.9
11880, 0.755595, 1.58403e-27, 1.40828e-26, 6.08568e-26, 9.73313e-08, 2.85629e-08, 4.04869e-07, 3.14671e-07, 5.30763e-07, 3.86773e-06, 7.17868e-06, 0.28025, 0.688136, 7.17868e-06, 1128.93
11895, 0.743988, 1.89608e-27, 1.30695e-26, 5.58921e-26, 9.59341e-08, 2.91269e-08, 4.02449e-07, 3.13789e-07, 5.2751e-07, 3.85648e-06, 7.37601e-06, 0.29573, 0.688102, 7.37601e-06, 1129.62
11910, 0.755521, 1.37246e-27, 1.22925e-26, 5.2941e-26, 9.88544e-08, 2.9044e-08, 4.09796e-07, 3.18272e-07, 5.37694e-07, 3.91115e-06, 7.25826e-06, 0.280348, 0.688068, 7.25826e-06, 1132.19
11925, 0.744636, 1.63152e-27, 1.14117e-26, 4.86688e-26, 9.42821e-08, 2.85577e-08, 3.92528e-07, 3.05511e-07, 5.15368e-07, 3.75393e-06, 7.19016e-06, 0.29486, 0.688034, 7.19016e-06, 1130.17
11940, 0.728775, 1.99535e-27, 1.05671e-26, 4.44281e-26, 9.00488e-08, 2.86305e-08, 3.80543e-07, 2.97692e-07, 4.99222e-07, 3.65745e-06, 7.28369e-06, 0.316391, 0.688001, 7.28369e-06, 1128.94
11955, 0.720155, 2.01393e-27, 9.8184e-27, 4.09493e-26, 8.72366e-08, 2.86069e-08, 3.7597e-07, 2.95653e-07, 4.91813e-07, 3.63201e-06, 7.30419e-06, 0.328288, 0.687967, 7.30419e-06, 1128.97
11970, 0.706619, 2.21575e-27, 9.09375e-27, 3.74765e-26, 8.37827e-08, 2.86155e-08, 3.64989e-07, 2.88054e-07, 4.77388e-07, 3.53828e-06, 7.3729e-06, 0.347264, 0.687934, 7.3729e-06, 1127.91
11985, 0.712704, 1.76991e-27, 8.54695e-27, 3.52562e-26, 8.48661e-08, 2.86497e-08, 3.72298e-07, 2.94081e-07, 4.85814e-07, 3.61192e-06, 7.32001e-06, 0.338689, 0.6879, 7.32001e-06, 1130.34
12000, 0.669285, 2.6887e-27, 7.72572e-27, 3.08807e-26, 6.97324e-08, 2.66097e-08, 3.12391e-07, 2.48767e-07, 4.08733e-07, 3.05504e-06, 7.06028e-06, 0.401546, 0.687867, 7.06028e-06, 1118.81
12015, 0.643688, 2.50127e-27, 7.21888e-27, 2.77012e-26, 6.47363e-08, 2.71172e-08, 3.12558e-07, 2.53595e-07, 4.04412e-07, 3.11401e-06, 7.33005e-06, 0.440542, 0.687833, 7.33005e-06, 1119.16
12030, 0.700162, 1.7937e-27, 6.88533e-27, 2.8104e-26, 8.28966e-08, 2.87144e-08, 3.55702e-07, 2.79937e-07, 4.67313e-07, 3.43711e-06, 7.37887e-06, 0.356444, 0.6878, 7.37887e-06, 1130.87
12045, 0.658515, 1.98316e-27, 6.34268e-27, 2.46535e-26, 6.95461e-08, 2.7757e-08, 3.2502e-07, 2.61569e-07, 4.22324e-07, 3.21124e-06, 7.37713e-06, 0.417769, 0.687767, 7.37713e-06, 1124.57
12060, 0.634028, 2.07806e-27, 5.86277e-27, 2.21393e-26, 6.31756e-08, 2.71869e-08, 3.05309e-07, 2.48032e-07, 3.95671e-07, 3.04472e-06, 7.37602e-06, 0.455662, 0.687734, 7.37602e-06, 1120.95
12075, 0.580612, 2.49825e-27, 5.23948e-27, 1.89096e-26, 5.06015e-08, 2.58604e-08, 2.62327e-07, 2.16786e-07, 3.38789e-07, 2.66088e-06, 7.37517e-06, 0.543673, 0.687701, 7.37517e-06, 1110.94
12090, 0.7051, 1.18422e-27, 5.25784e-27, 2.14183e-26, 8.48204e-08, 2.91449e-08, 3.65423e-07, 2.87697e-07, 4.79388e-07, 3.5309e-06, 7.37444e-06, 0.349415, 0.687668, 7.37444e-06, 1137.3
12105, 0.628719, 1.797e-27, 4.69697e-27, 1.78126e-26, 6.22299e-08, 2.71579e-08, 2.98346e-07, 2.41926e-07, 3.87734e-07, 2.96884e-06, 7.35609e-06, 0.464071, 0.687635, 7.35609e-06, 1122.86
12120, 0.687316, 1.094e-27, 4.56969e-27, 1.81619e-26, 7.8469e-08, 2.85855e-08, 3.49588e-07, 2.77878e-07, 4.56642e-07, 3.40967e-06, 7.31309e-06, 0.374962, 0.687603, 7.31309e-06, 1135.95
12135, 0.633414, 1.6607e-27, 4.07364e-27, 1.56108e-26, 6.37559e-08, 2.74844e-08, 2.9811e-07, 2.40167e-07, 3.8935e-07, 2.94663e-06, 7.35362e-06, 0.456631, 0.68757, 7.35362e-06, 1125.4
12150, 0.4429, 2.64861e-27, 3.16213e-27, 1.01806e-26, 2.58321e-08, 2.25667e-08, 1.62146e-07, 1.38912e-07, 2.10545e-07, 1.70415e-06, 7.36962e-06, 0.814412, 0.687537, 7.36962e-06, 1083.59
12165, 0.673294, 1.07088e-27, 3.66031e-27, 1.44345e-26, 7.34576e-08, 2.78638e-08, 3.26609e-07, 2.59665e-07, 4.2793e-07, 3.18519e-06, 7.16327e-06, 0.395574, 0.687505, 7.16327e-06, 1134.55
12180, 0.705358, 7.61992e-28, 3.4842e-27, 1.41037e-26, 8.49098e-08, 2.90274e-08, 3.59047e-07, 2.81552e-07, 4.72984e-07, 3.45332e-06, 7.24133e-06, 0.34905, 0.687473, 7.24133e-06, 1143.09
12195, 0.584555, 1.3599e-27, 3.04589e-27, 1.09011e-26, 5.02325e-08, 2.52891e-08, 2.53459e-07, 2.08473e-07, 3.2898e-07, 2.55671e-06, 7.05051e-06, 0.536904, 0.68744, 7.05051e-06, 1117.76
12210, 0.607305, 1.19086e-27, 2.87479e-27, 1.05627e-26, 5.59997e-08, 2.62448e-08, 2.71297e-07, 2.20807e-07, 3.53542e-07, 2.7077e-06, 7.13011e-06, 0.498725, 0.687408, 7.13011e-06, 1124.03
12225, 0.549917, 1.37161e-27, 2.56515e-27, 8.92047e-27, 4.48368e-08, 2.55685e-08, 2.3586e-07, 1.95715e-07, 3.06265e-07, 2.39975e-06, 7.33474e-06, 0.597987, 0.687376, 7.33474e-06, 1114.91
